timestamp_ms,symbol,price,size,side
6701,ALB,118.698,36.8542,S
6703,PLS,3.41921,37.7051,S
6737,ALB,118.672,52.3412,S
6742,SQM,52.5509,53.8716,S
6744,ALB,118.661,44.7706,S
6745,ALB,118.673,45.6942,S
6748,SQM,52.5589,70.3518,S
6751,SQM,52.5603,135.326,S
6761,SQM,52.5665,86.9649,B
6763,PLS,3.41922,59.7851,S
6771,PLS,3.4207,121.592,S
6804,ALB,118.667,49.5258,S
6811,SQM,52.5614,77.2554,B
6829,ALB,118.687,77.2177,B
6832,ALB,118.688,26.9351,S
6848,PLS,3.4171,39.2315,B
6854,ALB,118.685,91.6806,S
6856,ALB,118.687,53.2008,S
6858,PLS,3.42079,75.2391,B
6875,SQM,52.5588,44.8932,B
6877,PLS,3.41662,84.1004,B
6883,ALB,118.703,244.991,B
6884,ALB,118.687,84.7266,B
6886,SQM,52.5455,120.685,B
6906,SQM,52.5553,95.2013,B
6925,SQM,52.5549,32.3139,S
6936,ALB,118.686,67.2934,B
6950,PLS,3.41423,57.705,B
6958,ALB,118.68,61.4784,S
6959,PLS,3.41699,51.7513,B
6959,ALB,118.668,34.3317,B
6960,SQM,52.5519,56.216,S
6975,ALB,118.684,72.8014,S
7006,SQM,52.5536,18.3045,B
7017,PLS,3.42225,31.4166,S
7024,PLS,3.42999,141.728,B
7040,SQM,52.5373,57.0216,S
7044,ALB,118.681,16.9413,S
7054,SQM,52.5411,26.984,B
7059,SQM,52.5424,176.536,B
7059,ALB,118.679,99.9848,B
7077,ALB,118.695,59.3691,B
7079,ALB,118.714,51.8366,S
7086,SQM,52.5501,42.9611,S
7098,SQM,52.5507,105.341,S
7101,SQM,52.5546,39.2105,B
7106,SQM,52.5579,50.6444,S
7113,ALB,118.717,60.3939,S
7117,PLS,3.43279,62.5603,B
7135,ALB,118.707,62.1285,B
7136,ALB,118.716,23.9993,B
7141,ALB,118.706,148.592,B
7148,SQM,52.5351,67.1231,B
7152,ALB,118.714,76.4544,S
7161,PLS,3.42756,64.7946,B
7164,ALB,118.716,77.3757,S
7177,PLS,3.43732,88.5965,S
7178,PLS,3.42997,92.4366,S
7184,PLS,3.43323,137.479,B
7187,SQM,52.5399,31.7944,S
7187,ALB,118.731,64.9088,S
7199,PLS,3.43083,57.553,B
7217,PLS,3.42672,33.2193,S
7222,ALB,118.733,44.2083,S
7226,PLS,3.42381,80.9908,B
7246,SQM,52.555,34.5887,B
7289,PLS,3.42059,24.3388,B
7293,SQM,52.5582,76.7461,S
7296,PLS,3.41401,57.6551,B
7297,SQM,52.5557,94.3145,B
7308,ALB,118.714,37.9303,B
7316,SQM,52.5442,37.7119,B
7321,SQM,52.5518,25.1595,S
7326,PLS,3.41078,21.1365,S
7345,PLS,3.40707,81.4842,S
7349,SQM,52.5385,44.4221,B
7350,SQM,52.5333,47.6207,S
7360,ALB,118.727,42.4523,S
7361,ALB,118.729,35.241,B
7368,ALB,118.733,51.6908,B
7371,ALB,118.746,82.0593,S
7387,SQM,52.5437,128.747,B
7393,ALB,118.732,29.8645,S
7395,ALB,118.73,66.3305,S
7399,SQM,52.5315,49.035,S
7407,ALB,118.733,130.743,B
7411,PLS,3.41216,30.0394,B
7416,PLS,3.4167,45.9845,B
7424,ALB,118.732,44.3438,S
7426,SQM,52.5171,82.4348,B
7427,PLS,3.41992,38.9253,B
7448,SQM,52.5245,28.0834,B
7458,PLS,3.41505,31.5778,B
7470,ALB,118.746,32.0382,B
7474,PLS,3.41096,267.246,S
7488,ALB,118.738,29.6309,S
7493,PLS,3.41011,37.5817,S
7495,ALB,118.726,60.7423,B
7508,ALB,118.729,88.6788,S
7516,PLS,3.40445,146.591,B
7539,ALB,118.723,111.209,S
7568,ALB,118.732,48.9621,S
7582,SQM,52.5135,22.2421,B
7584,SQM,52.5173,30.1179,S
7597,SQM,52.5184,66.1421,S
7609,SQM,52.5263,44.7819,S
7646,ALB,118.712,123.484,B
7647,SQM,52.5188,187.329,S
7651,SQM,52.507,38.1169,B
7665,ALB,118.704,20.133,S
7666,PLS,3.40473,45.9851,B
7668,SQM,52.5002,52.0322,S
7675,ALB,118.713,115.736,S
7692,ALB,118.707,199.714,S
7695,ALB,118.707,35.5089,B
7696,ALB,118.726,61.5734,B
7709,ALB,118.725,25.8221,B
7719,SQM,52.4949,100.401,S
7732,ALB,118.731,45.7923,B
7736,SQM,52.4994,76.7328,B
7764,SQM,52.502,42.0475,B
7773,SQM,52.5197,41.6004,B
7775,PLS,3.40023,140.62,S
7779,ALB,118.736,39.8471,S
7811,ALB,118.739,35.2909,B
7825,ALB,118.757,25.4771,B
7834,PLS,3.39837,43.1775,B
7840,ALB,118.768,112.018,B
7841,PLS,3.38431,36.3793,S
7849,ALB,118.78,122.94,B
7851,SQM,52.5209,48.9537,S
7854,ALB,118.781,93.4026,S
7864,ALB,118.77,186.554,S
7865,ALB,118.776,83.6232,B
7871,ALB,118.791,228.439,B
7874,SQM,52.528,51.5313,B
7886,PLS,3.37664,208.388,S
7888,ALB,118.789,122.351,B
7902,PLS,3.3741,77.1619,S
7906,PLS,3.37379,79.7419,B
7917,SQM,52.5316,55.5929,B
7919,SQM,52.5236,33.6239,S
7946,ALB,118.795,33.8478,B
7963,ALB,118.802,30.4253,S
7964,ALB,118.793,45.687,S
7965,PLS,3.37461,35.6688,S
7967,PLS,3.37713,148.465,S
7967,ALB,118.806,79.5624,S
7978,PLS,3.3727,80.9457,B
7984,ALB,118.815,82.9711,S
7987,SQM,52.5299,102.332,S
7993,ALB,118.82,140.178,S
7999,SQM,52.5262,40.4153,S
8015,SQM,52.5399,47.9342,B
8015,ALB,118.835,89.0415,B
8016,SQM,52.5464,41.255,S
8036,ALB,118.828,34.6813,B
8045,SQM,52.5598,38.4425,B
8049,SQM,52.575,78.6539,S
8063,ALB,118.831,114.712,B
8063,PLS,3.37067,68.7066,B
8073,PLS,3.37458,90.4209,S
8085,ALB,118.842,51.5548,B
8088,SQM,52.5645,210.578,B
8092,SQM,52.5816,32.3548,B
8104,ALB,118.85,63.4987,S
8119,ALB,118.842,41.3653,B
8131,SQM,52.5895,91.5127,B
8134,PLS,3.37277,76.2474,B
8148,ALB,118.841,69.789,B
8155,ALB,118.854,30.6913,S
8167,PLS,3.35979,39.5317,B
8175,SQM,52.607,43.9223,S
8180,PLS,3.35449,24.9237,S
8182,SQM,52.6292,72.018,B
8186,PLS,3.35886,41.507,B
8206,ALB,118.841,50.2046,B
8208,SQM,52.6291,64.1052,S
8211,PLS,3.3613,38.0256,B
8211,ALB,118.85,30.3323,S
8219,PLS,3.35757,86.9718,B
8220,SQM,52.6218,50.2313,S
8227,SQM,52.6247,105.203,S
8232,ALB,118.858,44.2968,B
8239,SQM,52.622,51.149,S
8239,ALB,118.867,60.3172,S
8241,SQM,52.6069,52.5671,S
8242,SQM,52.6191,59.9124,S
8255,PLS,3.35832,66.1851,S
8257,SQM,52.6271,99.2127,S
8265,ALB,118.866,64.3629,B
8270,SQM,52.629,50.7867,B
8288,SQM,52.6415,77.8487,S
8291,ALB,118.88,31.1645,S
8310,ALB,118.883,28.4717,B
8312,PLS,3.35726,102.301,S
8320,PLS,3.35884,44.3352,B
8380,ALB,118.886,40.0406,B
8381,SQM,52.6327,72.7591,B
8395,ALB,118.892,29.5865,B
8398,PLS,3.36072,43.3222,S
8407,PLS,3.3665,74.0532,B
8428,PLS,3.35864,61.5466,B
8429,ALB,118.898,20.8704,S
8430,ALB,118.9,48.2976,S
8437,SQM,52.6241,32.0242,B
8440,SQM,52.6238,65.5057,S
8441,SQM,52.6321,60.3916,B
8452,SQM,52.6419,50.2398,B
8471,ALB,118.905,44.5694,B
8480,SQM,52.6202,96.3264,B
8521,PLS,3.36163,123.343,S
8532,SQM,52.6036,121.457,S
8536,SQM,52.6067,36.6093,B
8542,ALB,118.905,125.45,B
8543,SQM,52.6097,62.5949,B
8563,PLS,3.35978,37.2693,B
8564,PLS,3.35382,33.6412,S
8569,PLS,3.35469,35.5459,S
8570,ALB,118.883,34.5534,B
8573,ALB,118.871,52.6783,B
8578,ALB,118.86,36.3117,S
8603,ALB,118.861,80.5841,B
8615,ALB,118.853,95.8029,S
8616,PLS,3.35399,92.3352,S
8626,SQM,52.627,34.1214,B
8628,ALB,118.87,36.336,S
8639,SQM,52.6355,35.5822,S
8681,PLS,3.35919,109.167,S
8682,PLS,3.36404,51.8892,B
8691,SQM,52.6435,29.8872,B
8708,ALB,118.855,38.0967,S
8710,ALB,118.851,51.664,B
